number,state,title,created_at,closed_at,comments,labels,components,is_bug,is_crash,related_prs
4541,closed,Metal GFX Backend: `RWTexture*` causes compute tests to fail,2024-07-03T20:32:21Z,2024-07-23T20:19:08Z,1,,metal,False,False,
4540,closed,GLSL/SPIRV: Conflicting slots in tessellation control shader output,2024-07-03T20:31:13Z,2024-08-26T23:07:12Z,3,GoodFirstBug|client support,spirv|glsl,True,False,
4539,closed,Move Slang headers in root to `include` directory,2024-07-03T19:52:38Z,2024-07-17T18:14:57Z,4,,,False,False,
4538,closed,Metal: Implement non member function atomic texture support,2024-07-03T15:21:10Z,2024-07-10T20:25:52Z,7,,metal|hlsl,False,False,
4537,closed,Metal: Metal ignores default Matrix layout options of Slang,2024-07-03T15:01:03Z,2024-07-19T06:04:27Z,2,,metal,False,False,
4533,closed,Invalid intrinsic expansion for 1 vectors,2024-07-03T13:20:47Z,2024-07-05T07:05:53Z,0,,,False,False,
4531,closed,`all` intrinsic fails codegen on cuda and spirv,2024-07-02T23:45:11Z,2024-08-19T11:04:58Z,3,,spirv|cuda,False,False,
4528,closed,Improve organization of release assets,2024-07-02T04:21:28Z,2024-07-10T14:37:22Z,3,client support,,False,False,
4521,closed,Capture/Replay: Implement consumer,2024-07-01T16:15:18Z,2024-07-31T18:37:00Z,0,,,False,False,
4520,closed,Capture/Replay: Implement decoder,2024-07-01T16:14:42Z,2024-07-29T16:19:18Z,0,,,False,False,
4519,closed,this issue can be deleted,2024-06-30T18:22:30Z,2024-07-01T15:13:40Z,1,,,False,False,
4517,closed,Capability system causes issues with `__dispatch_kernel()` for slang-torch use-cases,2024-06-28T22:03:08Z,2025-02-04T21:31:19Z,2,client support,cuda,False,False,
4512,closed,Triage and update status of existing proposal documents,2024-06-28T19:40:35Z,2024-07-25T20:52:31Z,1,,,False,False,
4511,closed,Document proposal process clearly,2024-06-28T19:39:03Z,2024-07-01T15:14:18Z,0,,,False,False,
4508,closed,Capability System: `__target_switch` never compares `case:` capabilities to the parent `[require(...)]`,2024-06-28T16:02:51Z,2024-07-02T17:35:51Z,0,,spirv|glsl|hlsl,False,False,
4506,closed,Capability System: `[require(....)]` never checks if the capabilities required are invalid,2024-06-28T15:13:59Z,2024-07-02T17:35:50Z,0,,glsl|hlsl,False,False,
4504,closed,GLSL to Slang Questions,2024-06-28T06:06:54Z,2024-06-28T13:44:34Z,1,client support|regression,glsl,True,False,
4502,closed,Drop premake,2024-06-28T00:02:18Z,2024-07-15T05:39:07Z,0,,,False,False,
4500,closed,Metal GFX backend: Add Parameter block support for Metal,2024-06-27T19:31:04Z,2024-07-22T21:12:17Z,4,,metal|autodiff,False,False,
4497,closed,`Texture2DMS` and `Texture2DMSArray` missing `sample` operator,2024-06-27T17:54:02Z,2024-07-01T23:01:22Z,1,client support,spirv|hlsl,False,False,
4495,closed,"Add Support for Sparse/Tiled Texture Operations (HLSL, GLSL, SPIRV)",2024-06-27T15:08:41Z,2025-05-15T19:34:18Z,1,,spirv|glsl|hlsl,False,False,
4489,closed,tests/cpu-program/gfx-smoke.slang fails on local test,2024-06-26T20:46:01Z,2024-06-28T23:44:03Z,2,regression,,True,False,
4487,closed,Metal: Slang does not legalize `[[color(n)]]`/`[[attribute(n)]]` attributes correctly ,2024-06-26T15:37:58Z,2024-07-10T20:24:13Z,4,,metal,False,False,
4486,closed,Extraneous type conformances causes compiler error.,2024-06-26T15:18:59Z,2024-07-16T09:40:31Z,2,client support,,False,False,
4484,closed,Add WGSL as an output target,2024-06-26T14:47:33Z,2024-09-19T04:53:54Z,2,,wgsl,False,False,
4483,closed,Add Tint as a downstream compiler,2024-06-26T14:30:57Z,2024-08-08T07:27:47Z,3,,spirv|wgsl,False,False,
4481,closed,Metal: atomic instructions for buffers,2024-06-25T23:50:35Z,2024-07-19T06:05:35Z,2,,spirv|metal|hlsl,False,False,
4479,closed,Metal: Opaque type return/inout-param/out-param either infinitely-loops or crashes,2024-06-25T13:48:18Z,2024-06-27T16:26:03Z,0,,metal,False,True,
4477,closed,There is no way to emit WGSL,2024-06-25T09:50:14Z,2024-08-15T19:28:15Z,4,,wgsl,False,False,
4476,closed,Unexpected ambiguous call.,2024-06-25T09:28:11Z,2024-09-24T15:20:35Z,2,client support,,False,False,
4475,closed,Unable to use `const` in `typedef` statement,2024-06-25T02:53:40Z,2024-09-02T06:30:33Z,3,client support,hlsl,False,False,
4474,closed,Will Slang support `using` for type aliasing?,2024-06-25T02:27:02Z,2024-07-11T21:44:31Z,4,Needs reporter feedback,,False,False,
4468,closed,Metal: `legalizeArrayReturnType` leads to missing address space for `Out` parameter,2024-06-24T19:25:47Z,2024-06-27T11:53:01Z,0,,metal,False,False,
4467,closed,"Properly handle the mismatching ""mutating"" signature for implementing interfaces",2024-06-24T17:50:40Z,2024-09-04T20:26:17Z,1,,,False,True,
4466,closed,Variant of `GatherAlpha()` that takes a `status` argument is not supported,2024-06-24T17:18:44Z,2024-07-10T17:55:09Z,0,client support,spirv|hlsl,False,False,
4464,closed,Incorrect initializers when using interfaces,2024-06-24T14:16:56Z,2024-07-11T23:12:43Z,1,client support,hlsl,False,False,
4463,closed,Metal: Function return type incorrectly checked when assigning address space,2024-06-24T14:02:54Z,2024-06-26T00:07:56Z,0,,metal,False,False,
4461,closed,Initializers example in the Slang User Guide does not compile.,2024-06-24T12:34:17Z,2025-02-19T10:47:37Z,3,client support,,False,False,
4460,closed,Unable to use vectors in initialization list of other vectors,2024-06-24T06:10:12Z,2024-06-28T14:22:20Z,8,client support,spirv|hlsl,False,False,
4459,closed,SPIR-V: Initialization of variables with its own value during declaration,2024-06-24T03:55:05Z,2024-06-24T03:55:09Z,0,,spirv|dxil|hlsl,False,False,
4458,closed,`unsigned int` does not work (Reprised),2024-06-24T03:10:04Z,2025-07-31T21:11:03Z,8,,spirv|hlsl,False,False,
4457,closed,Requesting clarification how the global namespace operator `::` works in Slang,2024-06-24T02:15:16Z,2024-06-29T04:20:44Z,1,client support,spirv|hlsl,False,False,
4456,closed,Hitting assert in `IRBuilder::emitCast()` because of unaccounted case `kIROpCount`,2024-06-24T01:40:47Z,2024-09-05T18:53:57Z,0,client support,spirv|hlsl,False,False,
4455,closed,Crash with TypeConformance,2024-06-23T10:36:39Z,2024-08-01T17:56:48Z,0,client support,,False,True,
4453,closed,Does Slang allow for static const global references to `cbuffer` data?,2024-06-21T05:41:11Z,2024-06-24T02:26:15Z,2,client support,spirv|hlsl,False,False,
4452,closed,Inheritance: NULL pointer access when retrieving field layout,2024-06-21T02:48:16Z,2025-07-31T21:17:53Z,8,,spirv|hlsl,False,False,
4451,closed,Inheritance: Hitting assert due to NULL struct type layout,2024-06-21T02:23:18Z,2025-07-31T21:17:22Z,4,,spirv|glsl|hlsl,False,False,
4450,closed,Inheritance: Does/should Slang allow left side cast?,2024-06-20T22:49:07Z,2025-07-31T21:18:00Z,3,,hlsl,False,False,
4449,closed,Inheritance: Use of base struct's resource member causes assert,2024-06-20T22:35:20Z,2025-07-31T21:16:59Z,3,,,False,False,
4448,closed,Improve documentation and error message to clarify user defined data structures: `struct` vs `class`,2024-06-20T21:42:42Z,2024-06-29T02:55:43Z,1,client support,spirv|hlsl,False,False,
4445,closed,"`Load(in int Location,  out uint Status)` missing from `Buffer/RWBuffer`?",2024-06-20T21:03:06Z,2024-06-29T03:38:16Z,6,GoodFirstBug|client support,hlsl,True,False,
4444,closed,Missing SM 6.6 function: `IsHelperLane()`,2024-06-20T06:10:23Z,2024-06-25T22:26:52Z,2,GoodFirstBug|client support,spirv|hlsl,True,False,
4443,closed,SPIR-V: Error message for `WaveMultiPrefix` functions is not easy to understand,2024-06-20T05:47:42Z,2024-07-23T13:36:40Z,2,client support,spirv|cuda|hlsl,False,False,
4442,closed,Add support for matrix variants of `select`,2024-06-20T05:24:33Z,2025-08-05T21:39:30Z,2,GoodFirstBug,spirv|dxil|hlsl,True,False,
4441,closed,Missing support for `or` intrinsic,2024-06-20T03:35:41Z,2024-07-05T13:09:14Z,0,GoodFirstBug|client support,hlsl,True,False,
4440,closed,SPIR-V: `SubpassInput` should default to `float4` if explicit type parameter is not provided,2024-06-20T03:18:55Z,2024-06-28T08:07:14Z,0,client support,spirv|dxil|hlsl|generics,False,False,
4439,closed,`countbits` intrinsic does not support vector arguments,2024-06-20T02:25:03Z,2024-06-27T23:09:34Z,0,GoodFirstBug|client support,hlsl,True,False,
4438,closed,Unexpected error: unable to parse target intrinsic snippet: `CheckAccessFullyMapped`,2024-06-20T02:06:08Z,2024-06-29T03:38:16Z,1,GoodFirstBug|client support,hlsl,True,False,
4437,closed,Missing `uint2` variant of `asdouble`,2024-06-20T01:33:05Z,2024-06-27T14:18:03Z,0,GoodFirstBug|client support,hlsl,True,False,
4434,closed,`and` intrinsic does not support vector arguments,2024-06-19T18:13:48Z,2024-07-09T13:51:24Z,4,client support,hlsl,False,False,
4431,closed,Latest macOS release x64 build is actually an ARM64 build,2024-06-19T12:04:51Z,2024-07-16T10:31:36Z,1,client support|regression,,True,False,
4430,closed,Function param input modifiers `out` and `inout` are unexpectedly strict,2024-06-19T05:47:53Z,2024-06-20T01:46:38Z,2,client support,spirv|dxil|hlsl,False,False,
4429,closed,Question: How does Slang handle forward declaration of functions,2024-06-19T03:12:44Z,2024-06-28T05:27:32Z,2,client support,hlsl,False,False,
4428,closed,`tbuffer` or `TextureBuffer` use causes silent failure due to layout rules ,2024-06-19T03:03:23Z,2024-06-24T13:16:29Z,5,client support,glsl,False,False,
4427,closed,Missing support for `Texture2DMSArray`,2024-06-19T02:25:19Z,2024-06-26T15:55:56Z,0,GoodFirstBug|client support,,True,False,
4426,closed,Feature Request: Reflection API for functions,2024-06-19T01:31:09Z,2025-05-14T18:05:31Z,2,Needs reporter feedback|reflection|RTR,generics,False,False,
4424,closed,"For `HLSL` targets, `select()` is emitted as `?:`, which is no longer supported for vector types in HLSL 2021 (default in DXC 1.7+)",2024-06-18T21:40:49Z,2025-06-09T21:27:35Z,3,Dev Opened,hlsl,False,False,
4420,closed,Document COM API more fully,2024-06-18T18:54:46Z,2024-12-11T01:02:39Z,0,,,False,False,
4415,closed,Allow casting of 4-component vectors to 2x2 matrices and vice versa,2024-06-18T05:01:25Z,2024-06-24T13:45:22Z,0,client support,,False,False,
4414,closed,Post-op multiplication results in ambiguous call,2024-06-18T04:45:36Z,2024-06-20T14:32:49Z,1,client support,spirv|hlsl,False,False,
4413,closed,Support HLSL swizzle operations,2024-06-18T04:30:57Z,2024-07-09T19:45:58Z,2,client support,hlsl,False,False,
4411,closed,IR: emitVectorReshape fails if param `type` is a vector whilst param `value` is a scalar,2024-06-18T02:59:57Z,2024-06-24T14:20:21Z,0,client support,spirv,False,False,
4406,closed,Create documentation for HLSL/GLSL onramp path,2024-06-17T16:36:06Z,2024-11-13T00:41:59Z,2,,glsl|hlsl,False,False,
4405,closed,"Metal: `Load` only works with `vector<T,4>` typed textures",2024-06-17T15:41:00Z,2024-06-19T00:05:30Z,2,,metal,False,False,
4404,closed,Implement for `kIROp_ImageSubscript` (GLSL/SPIRV/Metal) Multisampling support,2024-06-17T13:20:43Z,2024-06-26T13:37:19Z,0,,spirv|metal|glsl,False,False,
4402,closed,"gl_LocalInvocationIndex is `vector<uint,3>` instead of `uint`",2024-06-16T10:21:20Z,2024-06-17T15:14:40Z,0,GoodFirstBug|client support,spirv|glsl,True,False,
4401,closed,improper matrix indexing with SLANG_MATRIX_LAYOUT_COLUMN_MAJOR,2024-06-15T17:47:54Z,2025-07-31T21:23:03Z,1,client support,,False,False,
4400,closed,Interface as `out Foo` in method of another interface leads to slang internal error.,2024-06-15T06:39:11Z,2024-06-16T14:43:50Z,1,,,False,False,
4395,closed,Unsupported 1-dimensional matrix types,2024-06-14T08:32:27Z,2024-07-25T00:00:28Z,3,,spirv|dxil|metal|hlsl,False,False,
4394,closed,[Metal] implement `kIROp_ImageSubscript` for textures.,2024-06-14T07:41:55Z,2024-06-26T13:37:19Z,0,,metal,False,False,
4393,closed,SPIRV: Unable to decorate vertex/pixel entry points with `[[vk::location()]]`,2024-06-14T07:26:48Z,2024-06-14T19:42:09Z,4,,spirv,False,False,
4388,closed,Reflection API reports 0 entry points in v2024.1.22,2024-06-14T01:36:13Z,2024-06-15T05:17:05Z,7,client support,spirv|glsl,False,False,
4387,closed,Update auto-diff user guide,2024-06-13T23:20:41Z,2024-09-19T04:18:01Z,0,,autodiff,False,False,
4386,closed,Lower integer/bool matrix types to arrays of vectors on targets without native support.,2024-06-13T22:14:22Z,2025-07-30T17:35:26Z,9,client support,spirv|hlsl,False,False,
4384,closed,`SV_Targetn` semantics not properly translated in Metal,2024-06-13T20:05:24Z,2024-06-14T06:57:15Z,1,,metal|hlsl,False,False,
4383,closed,cmake build does not build examples,2024-06-13T19:57:08Z,2024-06-27T18:04:27Z,4,GoodFirstBug,,True,False,
4381,closed,Fix LateX problems in AD documentation,2024-06-13T18:03:39Z,2024-07-17T15:40:01Z,0,,,False,False,
4380,closed,SPIRV - OpAccessChain result type (OpTypePointer) does not match the type that results from indexing into the base <id> (OpTypePointer),2024-06-13T17:44:44Z,2024-07-10T23:17:12Z,20,client support,spirv,False,False,
4379,closed,Invalid code-gen when nesting resource specialization,2024-06-13T16:43:39Z,2024-07-31T03:03:25Z,1,client support,hlsl,False,False,
4377,closed,CPP/CUDA/Metal target crashes with use of GLSL shader inputs ,2024-06-13T15:05:31Z,2024-06-13T18:55:00Z,0,,cuda|metal|glsl,False,True,
4376,closed,[Metal] Texture sampling functions are incorrectly implemented.,2024-06-13T06:45:25Z,2024-07-16T17:11:50Z,1,,metal,False,False,
4375,closed,[Metal] Hoist vertex attributes.,2024-06-13T06:38:01Z,2024-07-16T18:46:36Z,6,,metal,False,False,
4373,closed,[Metal] global static array.,2024-06-13T05:45:49Z,2024-06-14T07:56:54Z,0,,metal,False,False,
4370,closed,[Metal] Support `SV_GroupIndex`.,2024-06-12T23:50:26Z,2024-06-14T05:29:36Z,0,,metal,False,False,
4369,closed,[Metal] constructing matrix from row vectors result in invalid code.,2024-06-12T23:39:26Z,2024-06-13T05:29:04Z,0,,metal,False,False,
4367,closed,Change error unknown Attribute `RootSignature` to warning instead,2024-06-12T22:57:06Z,2024-06-14T07:06:02Z,0,client support,,False,False,
4357,closed,textureQueryLod needs to be used with ImageQuery capability,2024-06-12T08:06:52Z,2024-07-01T22:00:51Z,0,GoodFirstBug,spirv|glsl,True,False,
4352,closed,"`[[vk::builtin(""DrawIndex"")]]` is not supported.",2024-06-12T04:39:22Z,2024-12-09T12:48:30Z,3,,spirv|hlsl,False,False,
4351,closed,Request for a generic descriptor indexing intrinsic,2024-06-12T04:37:45Z,2024-07-24T21:20:07Z,16,,spirv|hlsl|generics,False,False,
4350,closed,Crash on invalid entry point parameter,2024-06-12T04:12:35Z,2024-06-12T16:40:29Z,0,,,False,True,
4347,closed,Capability System: Simplify capabilities before printing,2024-06-12T00:36:55Z,2024-07-26T14:23:39Z,4,,glsl,False,False,
4345,closed,"Validation error, ""Flat decoration on target XX storage class must be Input or Output""",2024-06-12T00:31:19Z,2024-06-12T16:40:54Z,5,regression,spirv|glsl,True,False,
4343,closed,`Optional` type doesn't work in generic function.,2024-06-11T23:09:16Z,2024-06-12T06:58:26Z,0,client support,generics,False,True,
4340,closed,There is no way to keep unused descriptor bindings when compiling to SpirV,2024-06-11T22:50:11Z,2024-06-12T16:27:16Z,4,client support,spirv|glsl,False,False,
4332,closed,Implement `InputPatch` and `OutputPatch` for spirv.,2024-06-10T22:24:36Z,2024-06-11T19:31:38Z,0,,spirv,False,False,
4330,closed,Passthrough linking of shader-modules with embedded DXIL,2024-06-10T19:55:57Z,2024-10-04T01:58:57Z,0,,dxil,False,False,
4328,closed,Disable all failing metal tests and enable full testing on CI.,2024-06-10T16:58:26Z,2024-06-12T22:06:30Z,2,,metal,False,False,
4325,closed,Sanity check for compiling multiple shaders in a single file to SPIR-V library with Slang API,2024-06-10T16:13:44Z,2024-06-12T16:45:51Z,1,client support,spirv|glsl|hlsl,False,False,
4321,closed,slang-test failures with the latest Vulkan SDK 1.3.283.0,2024-06-10T11:42:12Z,2024-06-12T16:39:21Z,0,regression,spirv|glsl|generics,True,False,
4320,closed,Add compile flag to allow register() for Vulkan,2024-06-10T08:11:04Z,2024-06-12T16:39:59Z,2,client support,spirv|metal,False,False,
4319,closed,`GetAttributeAtVertex` is not correctly implemented for SPIRV.,2024-06-10T06:44:03Z,2024-06-11T07:01:15Z,1,,spirv,False,False,
4317,closed,Vertex entrypoints missing from capability system?,2024-06-10T02:13:56Z,2024-06-12T20:38:26Z,3,client support,spirv|cuda|metal|glsl|hlsl,False,False,
4316,closed,[SPIRV] Resulting matrix vector product code looks unoptimized,2024-06-09T21:53:11Z,2024-06-10T04:57:55Z,2,,spirv|glsl|hlsl,False,False,
4315,closed,SPIR-V Validation error - Fragment stage integer Input decorated Flat multiple times,2024-06-08T23:30:56Z,2024-06-10T19:32:18Z,1,client support,spirv|glsl,False,False,
4314,closed,"Running examples like ""triangle"" fails to find corresponding ""shader.slang""",2024-06-08T22:39:03Z,2024-07-01T17:08:06Z,9,,,False,True,
4313,closed,error 49999: unknown system-value semantic 'SV_InsideTessFactor',2024-06-08T21:01:35Z,2024-06-10T19:32:18Z,5,client support,spirv|hlsl,False,False,
4307,closed,Preprocessor macro for targets,2024-06-07T23:33:55Z,2024-06-10T06:48:36Z,9,client support,spirv|metal|hlsl,False,False,
4305,closed,"""DerivativeGroupLinear"" not working when compiled with glslang",2024-06-07T22:31:22Z,2024-06-10T20:29:58Z,1,,spirv|glsl,False,False,
4304,closed,Reinvestigate support for OpDebugTypePointer,2024-06-07T20:09:07Z,2024-07-18T22:20:43Z,6,,spirv,False,False,
4301,closed,Metal: support for structures in compute kernel arguments,2024-06-07T16:36:42Z,2024-06-07T17:00:08Z,2,,metal,False,False,
4300,closed,GLSLForceScalarLayout doesn't seem to work as CompileOptionEntry,2024-06-07T14:26:56Z,2025-05-13T22:21:43Z,5,client support,glsl,False,False,
